SCHOOL_YEAR,CESA,COUNTY_CODE,COUNTY_NAME,ATHLETIC_CONFERENCE_CODE,ATHLETIC_CONFERENCE_NAME,WTCS_CODE,LOCALE_CODE,LOCALE_NAME,LATITUDE,LONGITUDE,FULL_NCES_CODE,DISTRICT_CODE,SCHOOL_CODE,DISTRICT_NAME,AGENCY_TYPE,SCHOOL_NAME,GRADE_GROUP,LOW_GRADE,HIGH_GRADE,SCHOOL_SIZE,CHARTER_IND,VIRTUAL_SCH_IND,TITLE_1A_PROGRAM_CODE,TITLE_1A_PROGRAM_NAME
2018-19,11,3,Barron,18,Heart O'North,IN,41,Rural - fringe,45.398048,-91.843887,5.50087E+11,308,810,Barron Area,Public school,Advanced Learning Academy of Wisconsin,Combined Elementary/Secondary School,KG,12,Small,Yes,Yes,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,11,3,Barron,18,Heart O'North,,42,Rural - distant,45.416488,-92.0335,5.50087E+11,308,20,Barron Area,Public school,Almena Elementary,Elementary School,KG,4,Small,No,No,SWP,School-wide Program
2018-19,11,3,Barron,18,Heart O'North,,41,Rural - fringe,45.396835,-91.847251,5.50087E+11,308,100,Barron Area,Public school,Barron Area Montessori School,Elementary School,K4,3,Small,Yes,No,SWPNF,School-wide Program eligible but not funded
2018-19,11,3,Barron,18,Heart O'North,IN,41,Rural - fringe,45.398048,-91.843887,5.50087E+11,308,30,Barron Area,Public school,Barron High,High School,9,12,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,11,3,Barron,18,Heart O'North,IN,,Unknown,45.410385,-91.735223,Unknown,308,9410,Barron Area,Public Schools-Multidistrict Charters,North Star Academy,High School,9,12,Small,Yes,No,,Not Title I
2018-19,11,3,Barron,18,Heart O'North,,43,Rural - remote,45.203689,-91.893936,5.50087E+11,308,120,Barron Area,Public school,Ridgeland-Dallas Elementary,Elementary School,K4,4,Small,No,No,SWPNF,School-wide Program eligible but not funded
2018-19,11,3,Barron,18,Heart O'North,,41,Rural - fringe,45.404212,-91.860252,5.50087E+11,308,140,Barron Area,Public school,Riverview Middle,Middle School,5,8,Medium,No,No,SWPNF,School-wide Program eligible but not funded
2018-19,11,3,Barron,18,Heart O'North,,41,Rural - fringe,45.396835,-91.847251,5.50087E+11,308,160,Barron Area,Public school,Woodland Elementary,Elementary School,K4,4,Medium,No,No,SWP,School-wide Program
2018-19,12,4,Bayfield,20,Indianhead,,43,Rural - remote,46.812514,-90.819668,5.5009E+11,315,20,Bayfield,Public school,Bayfield Elementary,Elementary School,K4,5,Small,No,No,SWP,School-wide Program
2018-19,12,4,Bayfield,20,Indianhead,IN,43,Rural - remote,46.812514,-90.819668,5.5009E+11,315,40,Bayfield,Public school,Bayfield High,High School,9,12,Small,No,No,SWP,School-wide Program
2018-19,12,4,Bayfield,20,Indianhead,,43,Rural - remote,46.812514,-90.819668,5.5009E+11,315,30,Bayfield,Public school,Bayfield Middle,Middle School,6,8,Small,No,No,SWP,School-wide Program
2018-19,12,4,Bayfield,20,Indianhead,,43,Rural - remote,46.784507,-90.788703,5.5009E+11,315,60,Bayfield,Public school,La Pointe Elementary,Elementary School,PK,6,Small,No,No,SWP,School-wide Program
2018-19,6,14,Dodge,45,Wisconsin Little Ten,,,Unknown,,,5.50096E+11,336,150,Beaver Dam Unified,Public school,BDUSD4Kids,Elementary School,K4,K4,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,14,Dodge,45,Wisconsin Little Ten,MP,32,Distant town,43.4636,-88.819519,5.50096E+11,336,40,Beaver Dam Unified,Public school,Beaver Dam High,High School,9,12,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,6,14,Dodge,45,Wisconsin Little Ten,,32,Distant town,43.45951,-88.837265,5.50096E+11,336,20,Beaver Dam Unified,Public school,Beaver Dam Middle,Middle School,6,8,Large,No,No,SWP,School-wide Program
2018-19,6,14,Dodge,45,Wisconsin Little Ten,MP,32,Distant town,43.466899,-88.821777,5.50096E+11,336,850,Beaver Dam Unified,Public school,Don Smith Learning Academy,High School,9,12,Small,No,No,SWP,School-wide Program
2018-19,6,14,Dodge,45,Wisconsin Little Ten,,32,Distant town,43.446998,-88.831481,5.50096E+11,336,80,Beaver Dam Unified,Public school,Jefferson Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,6,14,Dodge,45,Wisconsin Little Ten,,32,Distant town,43.461338,-88.82682,5.50096E+11,336,100,Beaver Dam Unified,Public school,Lincoln Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,6,14,Dodge,45,Wisconsin Little Ten,,32,Distant town,43.464832,-88.804763,5.50096E+11,336,110,Beaver Dam Unified,Public school,Prairie View Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,6,14,Dodge,45,Wisconsin Little Ten,,41,Rural - fringe,43.440048,-88.888961,5.50096E+11,336,120,Beaver Dam Unified,Public school,South Beaver Dam Elementary,Elementary School,KG,5,Small,No,No,SWP,School-wide Program
2018-19,6,14,Dodge,45,Wisconsin Little Ten,,32,Distant town,43.467636,-88.837974,5.50096E+11,336,160,Beaver Dam Unified,Public school,Washington Elementary,Elementary School,KG,5,Medium,No,No,SWP,School-wide Program
2018-19,6,14,Dodge,45,Wisconsin Little Ten,,32,Distant town,43.457908,-88.844314,5.50096E+11,336,180,Beaver Dam Unified,Public school,Wilson Elementary,Elementary School,KG,5,Small,No,No,SWP,School-wide Program
2018-19,8,38,Marinette,31,Northern Lakes,,42,Rural - distant,45.634086,-87.992065,5.51155E+11,4263,40,Beecher-Dunbar-Pembine,Public school,Pembine Elementary,Elementary School,K4,6,Small,No,No,SWP,School-wide Program
2018-19,8,38,Marinette,31,Northern Lakes,NE,42,Rural - distant,45.634086,-87.992065,5.51155E+11,4263,60,Beecher-Dunbar-Pembine,Public school,Pembine High,High School,7,12,Small,No,No,SWP,School-wide Program
2018-19,2,13,Dane,117,Capitol - South,,42,Rural - distant,42.85873,-89.542007,5.50099E+11,350,100,Belleville,Public school,Belleville Elementary,Elementary School,K4,6,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,2,13,Dane,117,Capitol - South,MA,42,Rural - distant,42.858341,-89.546218,5.50099E+11,350,40,Belleville,Public school,Belleville High,High School,9,12,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,2,13,Dane,117,Capitol - South,,42,Rural - distant,42.858909,-89.543823,5.50099E+11,350,60,Belleville,Public school,Belleville Middle,Middle School,7,8,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,3,33,Lafayette,38,Six Rivers,,42,Rural - distant,42.740638,-90.328422,5.50102E+11,364,20,Belmont Community,Public school,Belmont Elementary,Elementary School,K4,5,Small,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,3,33,Lafayette,38,Six Rivers,SW,42,Rural - distant,42.740638,-90.328422,5.50102E+11,364,40,Belmont Community,Public school,Belmont High,High School,6,12,Medium,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,2,53,Rock,3,Big Eight,,13,Small city,42.536018,-89.013084,5.50105E+11,413,20,Beloit,Public school,Aldrich Intermediate,Combined Elementary/Secondary School,4,8,Medium,No,No,SWP,School-wide Program
2018-19,2,53,Rock,3,Big Eight,,13,Small city,42.513698,-89.0158,5.50105E+11,413,150,Beloit,Public school,Beloit Early Learning,Elementary School,K4,PK,Small,No,No,TAS,Targeted Assistance eligible and funded
2018-19,2,53,Rock,3,Big Eight,BH,13,Small city,42.50848,-89.024772,5.50105E+11,413,421,Beloit,Public school,Beloit Learning Academy,Combined Elementary/Secondary School,6,12,Small,No,No,TAS,Targeted Assistance eligible and funded
2018-19,2,53,Rock,3,Big Eight,BH,13,Small city,42.513698,-89.0158,5.50105E+11,413,850,Beloit,Public school,Beloit Virtual School,Combined Elementary/Secondary School,K4,12,Small,No,Yes,TAS,Targeted Assistance eligible and funded
2018-19,2,53,Rock,3,Big Eight,,13,Small city,42.5195,-89.06253,5.50105E+11,413,60,Beloit,Public school,Converse Elementary,Elementary School,K4,3,Medium,No,No,SWP,School-wide Program
2018-19,2,53,Rock,3,Big Eight,,13,Small city,42.508201,-89.062591,5.50105E+11,413,80,Beloit,Public school,Cunningham Intermediate,Combined Elementary/Secondary School,4,8,Large,No,No,SWP,School-wide Program
2018-19,2,53,Rock,3,Big Eight,,13,Small city,,,5.50105E+11,413,170,Beloit,Public school,Fran Fruzen Intermediate,Combined Elementary/Secondary School,4,8,Large,No,No,SWP,School-wide Program
2018-19,2,53,Rock,3,Big Eight,,13,Small city,42.501724,-89.057479,5.50105E+11,413,110,Beloit,Public school,Gaston Elementary,Elementary School,K4,3,Medium,No,No,SWP,School-wide Program
2018-19,2,53,Rock,3,Big Eight,,13,Small city,42.502429,-89.046188,5.50105E+11,413,120,Beloit,Public school,Hackett Elementary,Elementary School,K4,3,Medium,No,No,SWP,School-wide Program
2018-19,2,53,Rock,3,Big Eight,,41,Rural - fringe,42.520481,-89.07238,5.50105E+11,413,180,Beloit,Public school,McNeel Intermediate,Combined Elementary/Secondary School,4,8,Large,No,No,SWP,School-wide Program
2018-19,2,53,Rock,3,Big Eight,BH,13,Small city,42.513809,-89.037109,5.50105E+11,413,200,Beloit,Public school,Memorial High,High School,9,12,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,2,53,Rock,3,Big Eight,,13,Small city,42.519405,-89.021835,5.50105E+11,413,210,Beloit,Public school,Merrill Elementary,Elementary School,K4,3,Medium,No,No,SWP,School-wide Program
2018-19,2,53,Rock,3,Big Eight,,13,Small city,42.533218,-89.015464,5.50105E+11,413,260,Beloit,Public school,Robinson Elementary,Elementary School,K4,3,Medium,No,No,SWP,School-wide Program
2018-19,2,53,Rock,3,Big Eight,BH,13,Small city,42.50848,-89.024772,5.50105E+11,413,410,Beloit,Public school,Roy Chapman Andrews Academy,Combined Elementary/Secondary School,6,12,Small,Yes,No,TASNF,Targeted Assistance eligible but not funded
2018-19,2,53,Rock,3,Big Eight,,13,Small city,42.50632,-89.015197,5.50105E+11,413,320,Beloit,Public school,Todd Elementary,Elementary School,K4,3,Medium,No,No,SWP,School-wide Program
2018-19,2,53,Rock,36,Rock Valley,BH,,Unknown,,,Unknown,422,9803,Beloit Turner,Public Schools-Multidistrict Charters,JEDI Virtual K-12,Combined Elementary/Secondary School,K4,12,Unknown,Yes,Yes,,Not Title I
2018-19,2,53,Rock,36,Rock Valley,,23,Small suburb,42.5536,-89.035789,5.50108E+11,422,60,Beloit Turner,Public school,Powers Elementary,Elementary School,K4,2,Medium,No,No,SWP,School-wide Program
2018-19,2,53,Rock,36,Rock Valley,,23,Small suburb,42.540115,-89.074195,5.50108E+11,422,100,Beloit Turner,Public school,Townview Elementary,Elementary School,3,5,Medium,No,No,SWP,School-wide Program
2018-19,2,53,Rock,36,Rock Valley,BH,23,Small suburb,42.555801,-89.019874,5.50108E+11,422,20,Beloit Turner,Public school,Turner High,High School,9,12,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,2,53,Rock,36,Rock Valley,,23,Small suburb,42.5554,-89.017219,5.50108E+11,422,120,Beloit Turner,Public school,Turner Middle,Middle School,6,8,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,3,33,Lafayette,38,Six Rivers,,42,Rural - distant,42.567222,-90.38095,5.50111E+11,427,20,Benton,Public school,Benton Elementary,Elementary School,K4,6,Small,No,No,SWP,School-wide Program
2018-19,3,33,Lafayette,38,Six Rivers,SW,42,Rural - distant,42.567222,-90.38095,5.50111E+11,427,40,Benton,Public school,Benton High,High School,9,12,Small,No,No,SWPNF,School-wide Program eligible but not funded
2018-19,3,33,Lafayette,38,Six Rivers,,,Unknown,,,5.50111E+11,427,250,Benton,Public school,Benton Middle,Middle School,7,8,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,6,24,Green Lake,52,East Central,MP,32,Distant town,43.976619,-88.941909,5.50114E+11,434,40,Berlin Area,Public school,Berlin High,High School,9,12,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,6,24,Green Lake,52,East Central,,32,Distant town,43.977581,-88.940719,5.50114E+11,434,80,Berlin Area,Public school,Berlin Middle,Middle School,6,8,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,6,24,Green Lake,52,East Central,,32,Distant town,43.974811,-88.938552,5.50114E+11,434,60,Berlin Area,Public school,Clay Lamberton Elementary,Elementary School,K4,5,Large,No,No,SWP,School-wide Program
2018-19,2,64,Walworth,36,Rock Valley,GW,32,Distant town,42.527454,-88.591697,5.51548E+11,6013,20,Big Foot UHS,Public school,Big Foot High,High School,9,12,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,2,64,Walworth,36,Rock Valley,GW,,Unknown,,,Unknown,6013,9401,Big Foot UHS,Public Schools-Multidistrict Charters,Walworth Co Educ Alt High,High School,9,12,Tiny,Yes,No,,Not Title I
2018-19,11,65,Washburn,261,Lakeland - East,IN,43,Rural - remote,45.655441,-91.557434,5.50117E+11,441,450,Birchwood,Public school,Birchwood Blue Hills Charter School,High School,7,12,Small,Yes,No,TASNF,Targeted Assistance eligible but not funded
2018-19,11,65,Washburn,261,Lakeland - East,,43,Rural - remote,45.654403,-91.552886,5.50117E+11,441,20,Birchwood,Public school,Birchwood Elementary,Elementary School,K4,5,Small,No,No,SWP,School-wide Program
2018-19,11,65,Washburn,261,Lakeland - East,IN,43,Rural - remote,45.654403,-91.552886,5.50117E+11,441,40,Birchwood,Public school,Birchwood High,High School,9,12,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,11,65,Washburn,261,Lakeland - East,,43,Rural - remote,45.654403,-91.552886,5.50117E+11,441,210,Birchwood,Public school,Birchwood Middle,Middle School,6,8,Small,No,No,SWPNF,School-wide Program eligible but not funded
2018-19,11,65,Washburn,261,Lakeland - East,,43,Rural - remote,45.655441,-91.557434,5.50117E+11,441,130,Birchwood,Public school,Birchwood Public Montessori,Elementary School,K4,6,Small,Yes,No,TASNF,Targeted Assistance eligible but not funded
2018-19,11,65,Washburn,261,Lakeland - East,IN,43,Rural - remote,,,5.50117E+11,441,800,Birchwood,Public school,Bobcat Virtual Academy,Combined Elementary/Secondary School,K4,12,Small,Yes,Yes,TASNF,Targeted Assistance eligible but not funded
2018-19,3,33,Lafayette,38,Six Rivers,,43,Rural - remote,42.569709,-89.874839,5.50573E+11,2240,160,Black Hawk,Public school,Black Hawk Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,3,33,Lafayette,38,Six Rivers,SW,43,Rural - remote,42.569709,-89.874839,5.50573E+11,2240,20,Black Hawk,Public school,Black Hawk High,High School,9,12,Small,No,No,SWP,School-wide Program
2018-19,3,33,Lafayette,38,Six Rivers,,43,Rural - remote,42.569709,-89.874839,5.50573E+11,2240,40,Black Hawk,Public school,Black Hawk Middle,Middle School,6,8,Small,No,No,SWP,School-wide Program
2018-19,4,27,Jackson,10,Coulee,WW,32,Distant town,44.293186,-90.863624,5.50126E+11,476,40,Black River Falls,Public school,Black River Falls High,High School,9,12,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,4,27,Jackson,10,Coulee,,32,Distant town,44.293186,-90.863655,5.50126E+11,476,60,Black River Falls,Public school,Black River Falls Middle,Middle School,6,8,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,4,27,Jackson,10,Coulee,,32,Distant town,44.305519,-90.850685,5.50126E+11,476,80,Black River Falls,Public school,Forrest Street Early Learning Center,Elementary School,K4,1,Medium,No,No,SWP,School-wide Program
2018-19,4,27,Jackson,10,Coulee,,32,Distant town,44.298145,-90.851066,5.50126E+11,476,130,Black River Falls,Public school,Red Creek Elementary,Elementary School,2,5,Large,No,No,SWP,School-wide Program
2018-19,4,61,Trempealeau,11,Dairyland,,42,Rural - distant,44.285308,-91.210052,5.50002E+11,485,34,Blair-Taylor,Public school,Blair-Taylor Elementary,Elementary School,K4,6,Medium,No,No,SWP,School-wide Program
2018-19,4,61,Trempealeau,11,Dairyland,WW,42,Rural - distant,44.285308,-91.210052,5.50002E+11,485,11,Blair-Taylor,Public school,Blair-Taylor Middle/High,High School,7,12,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,10,9,Chippewa,18,Heart O'North,,41,Rural - fringe,45.107925,-91.481803,5.50135E+11,497,20,Bloomer,Public school,Bloomer Elementary,Elementary School,K4,4,Large,No,No,SWP,School-wide Program
2018-19,10,9,Chippewa,18,Heart O'North,CV,31,Fringe town,45.099735,-91.489761,5.50135E+11,497,40,Bloomer,Public school,Bloomer High,High School,9,12,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,10,9,Chippewa,18,Heart O'North,,41,Rural - fringe,45.10884,-91.484962,5.50135E+11,497,60,Bloomer,Public school,Bloomer Middle,Middle School,5,8,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,8,58,Shawano,156,Central Wisconsin - 8,,42,Rural - distant,44.74142,-88.450782,5.50147E+11,602,20,Bonduel,Public school,Bonduel Elementary,Elementary School,K4,6,Medium,No,No,TAS,Targeted Assistance eligible and funded
2018-19,8,58,Shawano,156,Central Wisconsin - 8,NE,42,Rural - distant,44.74142,-88.450782,5.50147E+11,602,40,Bonduel,Public school,Bonduel High,High School,9,12,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,8,58,Shawano,156,Central Wisconsin - 8,,42,Rural - distant,44.74142,-88.450782,5.50147E+11,602,21,Bonduel,Public school,Bonduel Middle,Middle School,7,8,Small,No,No,TAS,Targeted Assistance eligible and funded
2018-19,3,22,Grant,131,Southwest Wisconsin Activities League,,33,Remote town,43.132671,-90.703468,5.5015E+11,609,20,Boscobel Area,Public school,Boscobel Elementary,Elementary School,K4,6,Medium,No,No,SWP,School-wide Program
2018-19,3,22,Grant,131,Southwest Wisconsin Activities League,SW,33,Remote town,43.130184,-90.702316,5.5015E+11,609,40,Boscobel Area,Public school,Boscobel High,High School,9,12,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,3,22,Grant,131,Southwest Wisconsin Activities League,,33,Remote town,43.130184,-90.702316,5.5015E+11,609,60,Boscobel Area,Public school,Boscobel Junior High,Junior High School,7,8,Small,No,No,TASNF,Targeted Assistance eligible but not funded
