SCHOOL_YEAR,CESA,COUNTY_CODE,COUNTY_NAME,ATHLETIC_CONFERENCE_CODE,ATHLETIC_CONFERENCE_NAME,WTCS_CODE,LOCALE_CODE,LOCALE_NAME,LATITUDE,LONGITUDE,FULL_NCES_CODE,DISTRICT_CODE,SCHOOL_CODE,DISTRICT_NAME,AGENCY_TYPE,SCHOOL_NAME,GRADE_GROUP,LOW_GRADE,HIGH_GRADE,SCHOOL_SIZE,CHARTER_IND,VIRTUAL_SCH_IND,TITLE_1A_PROGRAM_CODE,TITLE_1A_PROGRAM_NAME
2018-19,8,38,Marinette,25,Marinette-Oconto,NE,43,Rural - remote,45.389465,-87.960998,5.51593E+11,6230,100,Wausaukee,Public school,Wausaukee High,High School,9,12,Small,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,8,38,Marinette,25,Marinette-Oconto,,43,Rural - remote,45.389465,-87.960998,5.51593E+11,6230,120,Wausaukee,Public school,Wausaukee Junior High,Junior High School,7,8,Small,No,No,MISS,LEA receives Title I-A allocation has not completed application
2018-19,5,69,Waushara,39,South Central,,41,Rural - fringe,44.071891,-89.307525,5.51596E+11,6237,30,Wautoma Area,Public school,Parkside School,Combined Elementary/Secondary School,4,8,Medium,No,No,SWP,School-wide Program
2018-19,5,69,Waushara,39,South Central,,42,Rural - distant,44.037311,-89.095588,5.51596E+11,6237,60,Wautoma Area,Public school,Redgranite Elementary,Elementary School,KG,5,Small,No,No,SWP,School-wide Program
2018-19,5,69,Waushara,39,South Central,,32,Distant town,44.070171,-89.291488,5.51596E+11,6237,80,Wautoma Area,Public school,Riverview Elementary,Elementary School,K4,3,Medium,No,No,SWP,School-wide Program
2018-19,5,69,Waushara,39,South Central,FV,32,Distant town,44.069908,-89.297515,5.51596E+11,6237,140,Wautoma Area,Public school,Wautoma High,High School,9,12,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,1,40,Milwaukee,47,Woodland,MI,21,Large suburb,43.054489,-88.006469,5.51599E+11,6244,20,Wauwatosa,Public school,East High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,40,Milwaukee,47,Woodland,,21,Large suburb,43.067356,-88.057785,5.51599E+11,6244,40,Wauwatosa,Public school,Eisenhower Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,47,Woodland,,21,Large suburb,43.04195,-87.999252,5.51599E+11,6244,100,Wauwatosa,Public school,Jefferson Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,47,Woodland,,21,Large suburb,43.0536,-88.008018,5.51599E+11,6244,120,Wauwatosa,Public school,Lincoln Elementary,Elementary School,K4,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,40,Milwaukee,47,Woodland,,21,Large suburb,43.063518,-88.011878,5.51599E+11,6244,140,Wauwatosa,Public school,Longfellow Middle,Middle School,6,8,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,40,Milwaukee,47,Woodland,,21,Large suburb,43.100528,-88.036354,5.51599E+11,6244,160,Wauwatosa,Public school,Madison Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,47,Woodland,,21,Large suburb,43.063308,-88.024032,5.51599E+11,6244,180,Wauwatosa,Public school,McKinley Elementary,Elementary School,K4,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,40,Milwaukee,47,Woodland,,21,Large suburb,43.06525,-88.00444,5.51599E+11,6244,200,Wauwatosa,Public school,Roosevelt Elementary,Elementary School,K4,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,40,Milwaukee,47,Woodland,,21,Large suburb,43.042591,-88.052818,5.51599E+11,6244,220,Wauwatosa,Public school,Underwood Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,47,Woodland,MI,21,Large suburb,43.044757,-88.031639,5.51599E+11,6244,190,Wauwatosa,Public school,Vel R Phillips School,Combined Elementary/Secondary School,KG,12,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,40,Milwaukee,47,Woodland,,21,Large suburb,43.058361,-87.996902,5.51599E+11,6244,240,Wauwatosa,Public school,Washington Elementary,Elementary School,K4,5,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,40,Milwaukee,47,Woodland,,21,Large suburb,43.059341,-88.063491,5.51599E+11,6244,110,Wauwatosa,Public school,Wauwatosa Montessori School,Elementary School,K4,8,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,40,Milwaukee,47,Woodland,,21,Large suburb,43.043468,-88.01213,5.51599E+11,6244,150,Wauwatosa,Public school,Wauwatosa STEM,Elementary School,KG,5,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,40,Milwaukee,47,Woodland,MI,21,Large suburb,43.059341,-88.063491,5.51599E+11,6244,430,Wauwatosa,Public school,Wauwatosa Virtual Academy,High School,6,12,Small,Yes,Yes,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,1,40,Milwaukee,47,Woodland,MI,21,Large suburb,43.068778,-88.056167,5.51599E+11,6244,280,Wauwatosa,Public school,West High,High School,9,12,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,1,40,Milwaukee,47,Woodland,,21,Large suburb,43.06892,-88.0513,5.51599E+11,6244,290,Wauwatosa,Public school,Whitman Middle,Middle School,6,8,Large,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,1,40,Milwaukee,47,Woodland,,21,Large suburb,43.043468,-88.01213,5.51599E+11,6244,300,Wauwatosa,Public school,Wilson Elementary,Elementary School,K4,5,Small,No,No,SWP,School-wide Program
2018-19,3,12,Crawford,35,Ridge & Valley,,42,Rural - distant,43.08501,-90.882957,5.51602E+11,6251,20,Wauzeka-Steuben,Public school,Wauzeka Elementary,Elementary School,K4,5,Small,No,No,SWP,School-wide Program
2018-19,3,12,Crawford,35,Ridge & Valley,SW,42,Rural - distant,43.08501,-90.882957,5.51602E+11,6251,40,Wauzeka-Steuben,Public school,Wauzeka High,High School,9,12,Small,No,No,SWPNF,School-wide Program eligible but not funded
2018-19,3,12,Crawford,35,Ridge & Valley,,42,Rural - distant,43.08501,-90.882957,5.51602E+11,6251,250,Wauzeka-Steuben,Public school,Wauzeka Middle,Middle School,6,8,Small,No,No,SWPNF,School-wide Program eligible but not funded
2018-19,11,7,Burnett,262,Lakeland - West,,43,Rural - remote,45.874225,-92.362503,5.51623E+11,6293,60,Webster,Public school,Webster Elementary,Elementary School,K4,4,Medium,No,No,SWP,School-wide Program
2018-19,11,7,Burnett,262,Lakeland - West,IN,43,Rural - remote,45.874431,-92.373359,5.51623E+11,6293,80,Webster,Public school,Webster High,High School,9,12,Small,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,11,7,Burnett,262,Lakeland - West,,43,Rural - remote,45.874431,-92.373359,5.51623E+11,6293,100,Webster,Public school,Webster Middle,Middle School,5,8,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,MI,13,Small city,43.002979,-88.019218,5.51626E+11,6300,20,West Allis-West Milwaukee,Public school,Central High,High School,9,12,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,,13,Small city,42.994079,-88.029098,5.51626E+11,6300,40,West Allis-West Milwaukee,Public school,Frank Lloyd Wright Intermediate,Middle School,6,8,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,,13,Small city,43.00679,-88.019813,5.51626E+11,6300,60,West Allis-West Milwaukee,Public school,Franklin Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,,21,Large suburb,42.984798,-88.072044,5.51626E+11,6300,100,West Allis-West Milwaukee,Public school,Hoover Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,,13,Small city,43.01371,-87.990493,5.51626E+11,6300,440,West Allis-West Milwaukee,Public school,Horace Mann Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,,13,Small city,43.00484,-88.041183,5.51626E+11,6300,140,West Allis-West Milwaukee,Public school,Irving Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,MI,13,Small city,43.019531,-88.000442,5.51626E+11,6300,490,West Allis-West Milwaukee,Public school,James E Dottke Alternative School,High School,9,12,Small,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,,13,Small city,43.005451,-88.004142,5.51626E+11,6300,160,West Allis-West Milwaukee,Public school,Jefferson Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,,13,Small city,,,5.51626E+11,6300,220,West Allis-West Milwaukee,Public school,Lane Intermediate,Middle School,6,8,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,,13,Small city,43.00439,-87.988151,5.51626E+11,6300,280,West Allis-West Milwaukee,Public school,Longfellow Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,,13,Small city,43.018508,-88.042663,5.51626E+11,6300,300,West Allis-West Milwaukee,Public school,Madison Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,,13,Small city,42.993228,-88.039482,5.51626E+11,6300,80,West Allis-West Milwaukee,Public school,Mitchell Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,MI,13,Small city,43.000709,-88.057403,5.51626E+11,6300,340,West Allis-West Milwaukee,Public school,Nathan Hale High,High School,9,12,Large,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,,21,Large suburb,43.017608,-87.971954,5.51626E+11,6300,380,West Allis-West Milwaukee,Public school,Pershing Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,MI,13,Small city,43.002971,-88.025032,5.51626E+11,6300,410,West Allis-West Milwaukee,Public school,Shared Journeys,High School,7,12,Small,Yes,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,,13,Small city,43.021839,-88.059402,5.51626E+11,6300,420,West Allis-West Milwaukee,Public school,Walker Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,,21,Large suburb,43.018028,-87.977012,5.51626E+11,6300,120,West Allis-West Milwaukee,Public school,West Milwaukee Intermediate,Middle School,6,8,Medium,No,No,SWP,School-wide Program
2018-19,1,40,Milwaukee,17,Greater Metro,,13,Small city,43.014949,-88.021598,5.51626E+11,6300,480,West Allis-West Milwaukee,Public school,Wilson Elementary,Elementary School,K4,5,Medium,No,No,SWP,School-wide Program
2018-19,6,66,Washington,45,Wisconsin Little Ten,,23,Small suburb,43.413673,-88.183525,5.51629E+11,6307,10,West Bend,Public school,Badger Middle,Middle School,7,8,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,6,66,Washington,45,Wisconsin Little Ten,,23,Small suburb,43.403869,-88.173851,5.51629E+11,6307,40,West Bend,Public school,Decorah Elementary,Elementary School,KG,4,Medium,No,No,SWP,School-wide Program
2018-19,6,66,Washington,45,Wisconsin Little Ten,MP,23,Small suburb,43.411018,-88.163513,5.51629E+11,6307,50,West Bend,Public school,East High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,66,Washington,45,Wisconsin Little Ten,,23,Small suburb,43.428459,-88.174682,5.51629E+11,6307,60,West Bend,Public school,Fair Park Elementary,Elementary School,KG,4,Medium,No,No,SWP,School-wide Program
2018-19,6,66,Washington,45,Wisconsin Little Ten,,23,Small suburb,43.437328,-88.198707,5.51629E+11,6307,70,West Bend,Public school,Green Tree Elementary,Elementary School,KG,4,Medium,No,No,SWP,School-wide Program
2018-19,6,66,Washington,45,Wisconsin Little Ten,,23,Small suburb,43.325008,-88.161407,5.51629E+11,6307,80,West Bend,Public school,Jackson Elementary,Elementary School,KG,4,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,66,Washington,45,Wisconsin Little Ten,,23,Small suburb,43.419048,-88.187652,5.51629E+11,6307,100,West Bend,Public school,McLane Elementary,Elementary School,KG,4,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,66,Washington,45,Wisconsin Little Ten,MP,23,Small suburb,43.406608,-88.180572,5.51629E+11,6307,430,West Bend,Public school,Pathways,High School,7,12,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,66,Washington,45,Wisconsin Little Ten,,23,Small suburb,43.41415,-88.179458,5.51629E+11,6307,110,West Bend,Public school,Rolf's Early Childhood Center,Elementary School,K4,PK,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,66,Washington,45,Wisconsin Little Ten,,23,Small suburb,43.423931,-88.194969,5.51629E+11,6307,160,West Bend,Public school,Silverbrook Intermediate,Elementary School,5,6,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,6,66,Washington,45,Wisconsin Little Ten,MP,23,Small suburb,43.428218,-88.172393,5.51629E+11,6307,400,West Bend,Public school,Washington Street School,Combined Elementary/Secondary School,6,12,Tiny,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,66,Washington,45,Wisconsin Little Ten,,23,Small suburb,,,5.51629E+11,6307,120,West Bend,Public school,West Bend School District 4K,Elementary School,K4,K4,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,6,66,Washington,45,Wisconsin Little Ten,MP,23,Small suburb,43.411018,-88.163513,5.51629E+11,6307,200,West Bend,Public school,West High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,7,5,Brown,2,Bay,,41,Rural - fringe,44.42509,-88.144821,5.51632E+11,6328,150,West De Pere,Public school,Hemlock Creek Elementary,Elementary School,K4,5,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,7,5,Brown,2,Bay,NE,22,Mid-size suburb,44.446819,-88.071548,5.51632E+11,6328,400,West De Pere,Public school,Phantom Knight School of Opportunity,High School,7,12,Small,Yes,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,7,5,Brown,2,Bay,NE,22,Mid-size suburb,44.444869,-88.078437,5.51632E+11,6328,120,West De Pere,Public school,West De Pere High,High School,9,12,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,7,5,Brown,2,Bay,,22,Mid-size suburb,44.437999,-88.094215,5.51632E+11,6328,110,West De Pere,Public school,West De Pere Middle,Middle School,6,8,Large,No,No,TAS,Targeted Assistance eligible and funded
2018-19,7,5,Brown,2,Bay,,22,Mid-size suburb,44.43597,-88.091049,5.51632E+11,6328,140,West De Pere,Public school,Westwood Elementary,Elementary School,K4,5,Large,No,No,SWP,School-wide Program
2018-19,4,32,La Crosse,10,Coulee,,22,Mid-size suburb,43.901905,-91.07489,5.51635E+11,6370,60,West Salem,Public school,West Salem Elementary,Elementary School,K4,4,Large,No,No,SWP,School-wide Program
2018-19,4,32,La Crosse,10,Coulee,WW,22,Mid-size suburb,43.902511,-91.077293,5.51635E+11,6370,80,West Salem,Public school,West Salem High,High School,9,12,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,4,32,La Crosse,10,Coulee,,22,Mid-size suburb,43.902511,-91.077293,5.51635E+11,6370,100,West Salem,Public school,West Salem Middle,Middle School,5,8,Large,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,4,62,Vernon,10,Coulee,,42,Rural - distant,43.700126,-91.018272,5.51641E+11,6321,100,Westby Area,Public school,Coon Valley Elementary,Elementary School,K4,4,Small,No,No,TAS,Targeted Assistance eligible and funded
2018-19,4,62,Vernon,10,Coulee,WW,,Unknown,,,Unknown,6321,9407,Westby Area,Public Schools-Multidistrict Charters,Vernon County Area Better Futures High,High School,10,12,Tiny,Yes,No,,Not Title I
2018-19,4,62,Vernon,10,Coulee,,42,Rural - distant,43.64838,-90.862556,5.51641E+11,6321,180,Westby Area,Public school,Westby Elementary,Elementary School,K4,4,Medium,No,No,SWP,School-wide Program
2018-19,4,62,Vernon,10,Coulee,WW,42,Rural - distant,43.650722,-90.862045,5.51641E+11,6321,200,Westby Area,Public school,Westby High,High School,9,12,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,4,62,Vernon,10,Coulee,,42,Rural - distant,43.650722,-90.862045,5.51641E+11,6321,160,Westby Area,Public school,Westby Middle,Middle School,5,8,Medium,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,5,39,Marquette,39,South Central,,43,Rural - remote,44.035018,-89.516281,5.51644E+11,6335,20,Westfield,Public school,Coloma Elementary,Elementary School,K4,6,Small,No,No,NELG,LEA no allocation/School ineligible based on TI application ranking
2018-19,5,39,Marquette,39,South Central,,43,Rural - remote,43.780193,-89.572593,5.51644E+11,6335,60,Westfield,Public school,Oxford Elementary,Elementary School,K4,6,Small,No,No,SWP,School-wide Program
2018-19,5,39,Marquette,39,South Central,MA,43,Rural - remote,43.893913,-89.477745,5.51644E+11,6335,100,Westfield,Public school,Westfield Area High,High School,9,12,Medium,No,No,TASNF,Targeted Assistance eligible but not funded
2018-19,5,39,Marquette,39,South Central,,43,Rural - remote,43.893913,-89.477745,5.51644E+11,6335,200,Westfield,Public school,Westfield Area Middle,Middle School,7,8,Small,No,No,SWP,School-wide Program
2018-19,5,39,Marquette,39,South Central,,43,Rural - remote,43.884277,-89.487815,5.51644E+11,6335,80,Westfield,Public school,Westfield Elementary,Elementary School,K4,6,Medium,No,No,SWP,School-wide Program
2018-19,3,56,Sauk,35,Ridge & Valley,,42,Rural - distant,43.482067,-90.190116,5.51647E+11,6354,160,Weston,Public school,Weston Elementary,Elementary School,K4,5,Small,No,No,SWP,School-wide Program
