SCHOOL_YEAR,AGENCY_TYPE,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,CHARTER_IND,DISTRICT_NAME,SCHOOL_NAME,GROUP_BY,GROUP_BY_VALUE,BEHAVIOR_TYPE,TFS_ENROLLMENT_COUNT,INCIDENTS_COUNT
2018-19,School District,1,Milwaukee,1253,,[All],No,Cudahy,[Districtwide],All Students,All Students,Drugs and Alcohol,2326,27
2018-19,School District,1,Milwaukee,1253,,[All],No,Cudahy,[Districtwide],All Students,All Students,Endangering Behavior,2326,61
2018-19,School District,1,Milwaukee,1253,,[All],No,Cudahy,[Districtwide],All Students,All Students,Other Violation of School Rules,2326,168
2018-19,School District,1,Milwaukee,1253,,[All],No,Cudahy,[Districtwide],All Students,All Students,Weapon Related,2326,1
2018-19,School District,11,Barron,1260,,[All],No,Cumberland,[Districtwide],All Students,All Students,Assault,998,3
2018-19,School District,11,Barron,1260,,[All],No,Cumberland,[Districtwide],All Students,All Students,Drugs and Alcohol,998,5
2018-19,School District,11,Barron,1260,,[All],No,Cumberland,[Districtwide],All Students,All Students,Other Violation of School Rules,998,1
2018-19,School District,11,Barron,1260,,[All],No,Cumberland,[Districtwide],All Students,All Students,Weapon Related,998,1
2018-19,School District,9,Marathon,4970,,[All],No,D C Everest Area,[Districtwide],All Students,All Students,Assault,6004,36
2018-19,School District,9,Marathon,4970,,[All],No,D C Everest Area,[Districtwide],All Students,All Students,Drugs and Alcohol,6004,40
2018-19,School District,9,Marathon,4970,,[All],No,D C Everest Area,[Districtwide],All Students,All Students,Endangering Behavior,6004,101
2018-19,School District,9,Marathon,4970,,[All],No,D C Everest Area,[Districtwide],All Students,All Students,Other Violation of School Rules,6004,191
2018-19,School District,9,Marathon,4970,,[All],No,D C Everest Area,[Districtwide],All Students,All Students,Weapon Related,6004,8
2018-19,School District,3,Lafayette,1295,,[All],No,Darlington Community,[Districtwide],All Students,All Students,Endangering Behavior,839,1
2018-19,School District,2,Dane,1316,,[All],No,De Forest Area,[Districtwide],All Students,All Students,Assault,3828,2
2018-19,School District,2,Dane,1316,,[All],No,De Forest Area,[Districtwide],All Students,All Students,Drugs and Alcohol,3828,34
2018-19,School District,2,Dane,1316,,[All],No,De Forest Area,[Districtwide],All Students,All Students,Endangering Behavior,3828,57
2018-19,School District,2,Dane,1316,,[All],No,De Forest Area,[Districtwide],All Students,All Students,Other Violation of School Rules,3828,58
2018-19,School District,7,Brown,1414,,[All],No,De Pere,[Districtwide],All Students,All Students,Assault,4518,5
2018-19,School District,7,Brown,1414,,[All],No,De Pere,[Districtwide],All Students,All Students,Drugs and Alcohol,4518,6
2018-19,School District,7,Brown,1414,,[All],No,De Pere,[Districtwide],All Students,All Students,Endangering Behavior,4518,68
2018-19,School District,7,Brown,1414,,[All],No,De Pere,[Districtwide],All Students,All Students,Other Violation of School Rules,4518,81
2018-19,School District,7,Brown,1414,,[All],No,De Pere,[Districtwide],All Students,All Students,Weapon Related,4518,3
2018-19,School District,4,Vernon,1421,,[All],No,De Soto Area,[Districtwide],All Students,All Students,Drugs and Alcohol,496,2
2018-19,School District,4,Vernon,1421,,[All],No,De Soto Area,[Districtwide],All Students,All Students,Endangering Behavior,496,7
2018-19,School District,4,Vernon,1421,,[All],No,De Soto Area,[Districtwide],All Students,All Students,Other Violation of School Rules,496,4
2018-19,School District,4,Vernon,1421,,[All],No,De Soto Area,[Districtwide],All Students,All Students,Weapon Related,496,4
2018-19,School District,2,Dane,1309,,[All],No,Deerfield Community,[Districtwide],All Students,All Students,Assault,757,1
2018-19,School District,2,Dane,1309,,[All],No,Deerfield Community,[Districtwide],All Students,All Students,Drugs and Alcohol,757,3
2018-19,School District,2,Dane,1309,,[All],No,Deerfield Community,[Districtwide],All Students,All Students,Other Violation of School Rules,757,16
2018-19,School District,2,Walworth,1380,,[All],No,Delavan-Darien,[Districtwide],All Students,All Students,Assault,2020,27
2018-19,School District,2,Walworth,1380,,[All],No,Delavan-Darien,[Districtwide],All Students,All Students,Drugs and Alcohol,2020,20
2018-19,School District,2,Walworth,1380,,[All],No,Delavan-Darien,[Districtwide],All Students,All Students,Endangering Behavior,2020,62
2018-19,School District,2,Walworth,1380,,[All],No,Delavan-Darien,[Districtwide],All Students,All Students,Other Violation of School Rules,2020,139
2018-19,School District,2,Walworth,1380,,[All],No,Delavan-Darien,[Districtwide],All Students,All Students,Weapon Related,2020,6
2018-19,School District,7,Brown,1407,,[All],No,Denmark,[Districtwide],All Students,All Students,Assault,1560,2
2018-19,School District,7,Brown,1407,,[All],No,Denmark,[Districtwide],All Students,All Students,Drugs and Alcohol,1560,3
2018-19,School District,7,Brown,1407,,[All],No,Denmark,[Districtwide],All Students,All Students,Endangering Behavior,1560,7
2018-19,School District,7,Brown,1407,,[All],No,Denmark,[Districtwide],All Students,All Students,Other Violation of School Rules,1560,25
2018-19,School District,7,Brown,1407,,[All],No,Denmark,[Districtwide],All Students,All Students,Weapon Related,1560,1
2018-19,School District,6,Dodge,2744,,[All],No,Dodgeland,[Districtwide],All Students,All Students,Assault,787,3
2018-19,School District,6,Dodge,2744,,[All],No,Dodgeland,[Districtwide],All Students,All Students,Drugs and Alcohol,787,2
2018-19,School District,6,Dodge,2744,,[All],No,Dodgeland,[Districtwide],All Students,All Students,Endangering Behavior,787,1
2018-19,School District,6,Dodge,2744,,[All],No,Dodgeland,[Districtwide],All Students,All Students,Other Violation of School Rules,787,26
2018-19,School District,3,Iowa,1428,,[All],No,Dodgeville,[Districtwide],All Students,All Students,Drugs and Alcohol,1227,9
2018-19,School District,3,Iowa,1428,,[All],No,Dodgeville,[Districtwide],All Students,All Students,Endangering Behavior,1227,28
2018-19,School District,3,Iowa,1428,,[All],No,Dodgeville,[Districtwide],All Students,All Students,Other Violation of School Rules,1227,56
2018-19,School District,3,Iowa,1428,,[All],No,Dodgeville,[Districtwide],All Students,All Students,Weapon Related,1227,3
2018-19,School District,2,Racine,1449,,[All],No,Dover #1,[Districtwide],All Students,All Students,,92,0
2018-19,School District,12,Bayfield,1491,,[All],No,Drummond Area,[Districtwide],All Students,All Students,Endangering Behavior,353,1
2018-19,School District,12,Bayfield,1491,,[All],No,Drummond Area,[Districtwide],All Students,All Students,Other Violation of School Rules,353,7
2018-19,School District,11,Pepin,1499,,[All],No,Durand-Arkansaw,[Districtwide],All Students,All Students,Drugs and Alcohol,959,1
2018-19,School District,11,Pepin,1499,,[All],No,Durand-Arkansaw,[Districtwide],All Students,All Students,Endangering Behavior,959,1
2018-19,School District,11,Pepin,1499,,[All],No,Durand-Arkansaw,[Districtwide],All Students,All Students,Other Violation of School Rules,959,8
2018-19,School District,11,Pepin,1499,,[All],No,Durand-Arkansaw,[Districtwide],All Students,All Students,Weapon Related,959,1
2018-19,School District,2,Walworth,1540,,[All],No,East Troy Community,[Districtwide],All Students,All Students,Drugs and Alcohol,1646,13
2018-19,School District,2,Walworth,1540,,[All],No,East Troy Community,[Districtwide],All Students,All Students,Endangering Behavior,1646,4
2018-19,School District,2,Walworth,1540,,[All],No,East Troy Community,[Districtwide],All Students,All Students,Other Violation of School Rules,1646,35
2018-19,School District,2,Walworth,1540,,[All],No,East Troy Community,[Districtwide],All Students,All Students,Weapon Related,1646,3
2018-19,School District,10,Eau Claire,1554,,[All],No,Eau Claire Area,[Districtwide],All Students,All Students,Drugs and Alcohol,11355,48
2018-19,School District,10,Eau Claire,1554,,[All],No,Eau Claire Area,[Districtwide],All Students,All Students,Endangering Behavior,11355,50
2018-19,School District,10,Eau Claire,1554,,[All],No,Eau Claire Area,[Districtwide],All Students,All Students,Other Violation of School Rules,11355,324
2018-19,School District,10,Eau Claire,1554,,[All],No,Eau Claire Area,[Districtwide],All Students,All Students,Weapon Related,11355,6
2018-19,School District,9,Marathon,1561,,[All],No,Edgar,[Districtwide],All Students,All Students,Other Violation of School Rules,597,1
2018-19,School District,2,Rock,1568,,[All],No,Edgerton,[Districtwide],All Students,All Students,Drugs and Alcohol,1879,11
2018-19,School District,2,Rock,1568,,[All],No,Edgerton,[Districtwide],All Students,All Students,Endangering Behavior,1879,11
2018-19,School District,2,Rock,1568,,[All],No,Edgerton,[Districtwide],All Students,All Students,Other Violation of School Rules,1879,72
2018-19,School District,9,Langlade,1582,,[All],No,Elcho,[Districtwide],All Students,All Students,Assault,273,1
2018-19,School District,9,Langlade,1582,,[All],No,Elcho,[Districtwide],All Students,All Students,Drugs and Alcohol,273,1
2018-19,School District,9,Langlade,1582,,[All],No,Elcho,[Districtwide],All Students,All Students,Endangering Behavior,273,14
2018-19,School District,9,Langlade,1582,,[All],No,Elcho,[Districtwide],All Students,All Students,Other Violation of School Rules,273,14
2018-19,School District,10,Trempealeau,1600,,[All],No,Eleva-Strum,[Districtwide],All Students,All Students,,632,0
2018-19,School District,11,Dunn,1645,,[All],No,Elk Mound Area,[Districtwide],All Students,All Students,Drugs and Alcohol,1202,2
2018-19,School District,11,Dunn,1645,,[All],No,Elk Mound Area,[Districtwide],All Students,All Students,Endangering Behavior,1202,1
2018-19,School District,11,Dunn,1645,,[All],No,Elk Mound Area,[Districtwide],All Students,All Students,Other Violation of School Rules,1202,55
2018-19,School District,7,Sheboygan,1631,,[All],No,Elkhart Lake-Glenbeulah,[Districtwide],All Students,All Students,Drugs and Alcohol,439,1
2018-19,School District,2,Walworth,1638,,[All],No,Elkhorn Area,[Districtwide],All Students,All Students,Assault,3469,27
2018-19,School District,2,Walworth,1638,,[All],No,Elkhorn Area,[Districtwide],All Students,All Students,Drugs and Alcohol,3469,8
2018-19,School District,2,Walworth,1638,,[All],No,Elkhorn Area,[Districtwide],All Students,All Students,Endangering Behavior,3469,7
2018-19,School District,2,Walworth,1638,,[All],No,Elkhorn Area,[Districtwide],All Students,All Students,Other Violation of School Rules,3469,50
2018-19,School District,2,Walworth,1638,,[All],No,Elkhorn Area,[Districtwide],All Students,All Students,Weapon Related,3469,2
2018-19,School District,11,Pierce,1659,,[All],No,Ellsworth Community,[Districtwide],All Students,All Students,Assault,1662,2
2018-19,School District,11,Pierce,1659,,[All],No,Ellsworth Community,[Districtwide],All Students,All Students,Drugs and Alcohol,1662,3
2018-19,School District,11,Pierce,1659,,[All],No,Ellsworth Community,[Districtwide],All Students,All Students,Endangering Behavior,1662,16
2018-19,School District,11,Pierce,1659,,[All],No,Ellsworth Community,[Districtwide],All Students,All Students,Other Violation of School Rules,1662,10
2018-19,School District,1,Waukesha,714,,[All],No,Elmbrook,[Districtwide],All Students,All Students,Assault,7334,3
2018-19,School District,1,Waukesha,714,,[All],No,Elmbrook,[Districtwide],All Students,All Students,Drugs and Alcohol,7334,18
2018-19,School District,1,Waukesha,714,,[All],No,Elmbrook,[Districtwide],All Students,All Students,Endangering Behavior,7334,16
2018-19,School District,1,Waukesha,714,,[All],No,Elmbrook,[Districtwide],All Students,All Students,Other Violation of School Rules,7334,45
2018-19,School District,1,Waukesha,714,,[All],No,Elmbrook,[Districtwide],All Students,All Students,Weapon Related,7334,4
2018-19,School District,11,Pierce,1666,,[All],No,Elmwood,[Districtwide],All Students,All Students,,312,0
2018-19,School District,6,Washington,1687,,[All],No,Erin,[Districtwide],All Students,All Students,,421,0
2018-19,School District,2,Rock,1694,,[All],No,Evansville Community,[Districtwide],All Students,All Students,Assault,1800,4
2018-19,School District,2,Rock,1694,,[All],No,Evansville Community,[Districtwide],All Students,All Students,Drugs and Alcohol,1800,4
2018-19,School District,2,Rock,1694,,[All],No,Evansville Community,[Districtwide],All Students,All Students,Endangering Behavior,1800,9
2018-19,School District,2,Rock,1694,,[All],No,Evansville Community,[Districtwide],All Students,All Students,Other Violation of School Rules,1800,49
2018-19,School District,10,Eau Claire,1729,,[All],No,Fall Creek,[Districtwide],All Students,All Students,Drugs and Alcohol,852,1
2018-19,School District,10,Eau Claire,1729,,[All],No,Fall Creek,[Districtwide],All Students,All Students,Endangering Behavior,852,3
2018-19,School District,10,Eau Claire,1729,,[All],No,Fall Creek,[Districtwide],All Students,All Students,Other Violation of School Rules,852,6
2018-19,School District,5,Columbia,1736,,[All],No,Fall River,[Districtwide],All Students,All Students,Endangering Behavior,453,2
2018-19,School District,5,Columbia,1736,,[All],No,Fall River,[Districtwide],All Students,All Students,Other Violation of School Rules,453,2
2018-19,School District,5,Columbia,1736,,[All],No,Fall River,[Districtwide],All Students,All Students,Weapon Related,453,1
2018-19,School District,3,Grant,1813,,[All],No,Fennimore Community,[Districtwide],All Students,All Students,Drugs and Alcohol,798,1
2018-19,School District,3,Grant,1813,,[All],No,Fennimore Community,[Districtwide],All Students,All Students,Endangering Behavior,798,1
2018-19,School District,3,Grant,1813,,[All],No,Fennimore Community,[Districtwide],All Students,All Students,Other Violation of School Rules,798,4
2018-19,School District,10,Rusk,5757,,[All],No,Flambeau,[Districtwide],All Students,All Students,Assault,578,3
2018-19,School District,10,Rusk,5757,,[All],No,Flambeau,[Districtwide],All Students,All Students,Drugs and Alcohol,578,13
2018-19,School District,10,Rusk,5757,,[All],No,Flambeau,[Districtwide],All Students,All Students,Endangering Behavior,578,1
2018-19,School District,10,Rusk,5757,,[All],No,Flambeau,[Districtwide],All Students,All Students,Other Violation of School Rules,578,8
2018-19,School District,8,Florence,1855,,[All],No,Florence County,[Districtwide],All Students,All Students,Other Violation of School Rules,389,4
2018-19,School District,6,Fond du Lac,1862,,[All],No,Fond du Lac,[Districtwide],All Students,All Students,Assault,7100,60
2018-19,School District,6,Fond du Lac,1862,,[All],No,Fond du Lac,[Districtwide],All Students,All Students,Drugs and Alcohol,7100,31
2018-19,School District,6,Fond du Lac,1862,,[All],No,Fond du Lac,[Districtwide],All Students,All Students,Endangering Behavior,7100,29
2018-19,School District,6,Fond du Lac,1862,,[All],No,Fond du Lac,[Districtwide],All Students,All Students,Other Violation of School Rules,7100,54
2018-19,School District,6,Fond du Lac,1862,,[All],No,Fond du Lac,[Districtwide],All Students,All Students,Weapon Related,7100,11
2018-19,School District,2,Walworth,1870,,[All],No,Fontana J8,[Districtwide],All Students,All Students,,214,0
2018-19,School District,2,Jefferson,1883,,[All],No,Fort Atkinson,[Districtwide],All Students,All Students,Assault,2843,5
2018-19,School District,2,Jefferson,1883,,[All],No,Fort Atkinson,[Districtwide],All Students,All Students,Drugs and Alcohol,2843,3
2018-19,School District,2,Jefferson,1883,,[All],No,Fort Atkinson,[Districtwide],All Students,All Students,Endangering Behavior,2843,3
2018-19,School District,2,Jefferson,1883,,[All],No,Fort Atkinson,[Districtwide],All Students,All Students,Other Violation of School Rules,2843,5
2018-19,School District,1,Milwaukee,1890,,[All],No,Fox Point J2,[Districtwide],All Students,All Students,Drugs and Alcohol,793,2
2018-19,School District,1,Milwaukee,1890,,[All],No,Fox Point J2,[Districtwide],All Students,All Students,Other Violation of School Rules,793,6
2018-19,School District,1,Milwaukee,1900,,[All],No,Franklin Public,[Districtwide],All Students,All Students,Assault,4599,8
2018-19,School District,1,Milwaukee,1900,,[All],No,Franklin Public,[Districtwide],All Students,All Students,Drugs and Alcohol,4599,14
2018-19,School District,1,Milwaukee,1900,,[All],No,Franklin Public,[Districtwide],All Students,All Students,Endangering Behavior,4599,13
2018-19,School District,1,Milwaukee,1900,,[All],No,Franklin Public,[Districtwide],All Students,All Students,Other Violation of School Rules,4599,85
2018-19,School District,1,Milwaukee,1900,,[All],No,Franklin Public,[Districtwide],All Students,All Students,Weapon Related,4599,1
2018-19,School District,11,Polk,1939,,[All],No,Frederic,[Districtwide],All Students,All Students,Assault,438,2
2018-19,School District,11,Polk,1939,,[All],No,Frederic,[Districtwide],All Students,All Students,Drugs and Alcohol,438,11
2018-19,School District,11,Polk,1939,,[All],No,Frederic,[Districtwide],All Students,All Students,Endangering Behavior,438,26
2018-19,School District,11,Polk,1939,,[All],No,Frederic,[Districtwide],All Students,All Students,Other Violation of School Rules,438,2
2018-19,School District,11,Polk,1939,,[All],No,Frederic,[Districtwide],All Students,All Students,Weapon Related,438,1
2018-19,School District,6,Outagamie,1953,,[All],No,Freedom Area,[Districtwide],All Students,All Students,Drugs and Alcohol,1607,1
2018-19,School District,6,Outagamie,1953,,[All],No,Freedom Area,[Districtwide],All Students,All Students,Endangering Behavior,1607,1
2018-19,School District,6,Outagamie,1953,,[All],No,Freedom Area,[Districtwide],All Students,All Students,Other Violation of School Rules,1607,1
2018-19,School District,4,Trempealeau,2009,,[All],No,Galesville-Ettrick-Trempealeau,[Districtwide],All Students,All Students,Drugs and Alcohol,1397,1
2018-19,School District,4,Trempealeau,2009,,[All],No,Galesville-Ettrick-Trempealeau,[Districtwide],All Students,All Students,Endangering Behavior,1397,5
2018-19,School District,4,Trempealeau,2009,,[All],No,Galesville-Ettrick-Trempealeau,[Districtwide],All Students,All Students,Other Violation of School Rules,1397,5
2018-19,School District,4,Trempealeau,2009,,[All],No,Galesville-Ettrick-Trempealeau,[Districtwide],All Students,All Students,Weapon Related,1397,1
2018-19,School District,2,Walworth,2044,,[All],No,Geneva J4,[Districtwide],All Students,All Students,Endangering Behavior,201,1
2018-19,School District,2,Walworth,2051,,[All],No,Genoa City J2,[Districtwide],All Students,All Students,Assault,526,3
2018-19,School District,2,Walworth,2051,,[All],No,Genoa City J2,[Districtwide],All Students,All Students,Drugs and Alcohol,526,1
2018-19,School District,2,Walworth,2051,,[All],No,Genoa City J2,[Districtwide],All Students,All Students,Endangering Behavior,526,3
2018-19,School District,2,Walworth,2051,,[All],No,Genoa City J2,[Districtwide],All Students,All Students,Other Violation of School Rules,526,10
2018-19,School District,2,Walworth,2051,,[All],No,Genoa City J2,[Districtwide],All Students,All Students,Weapon Related,526,1
2018-19,School District,1,Washington,2058,,[All],No,Germantown,[Districtwide],All Students,All Students,Drugs and Alcohol,3896,7
2018-19,School District,1,Washington,2058,,[All],No,Germantown,[Districtwide],All Students,All Students,Endangering Behavior,3896,4
2018-19,School District,1,Washington,2058,,[All],No,Germantown,[Districtwide],All Students,All Students,Other Violation of School Rules,3896,79
2018-19,School District,1,Washington,2058,,[All],No,Germantown,[Districtwide],All Students,All Students,Weapon Related,3896,1
2018-19,School District,7,Door,2114,,[All],No,Gibraltar Area,[Districtwide],All Students,All Students,Drugs and Alcohol,531,1
2018-19,School District,7,Door,2114,,[All],No,Gibraltar Area,[Districtwide],All Students,All Students,Endangering Behavior,531,4
2018-19,School District,7,Door,2114,,[All],No,Gibraltar Area,[Districtwide],All Students,All Students,Weapon Related,531,2
2018-19,School District,8,Oconto,2128,,[All],No,Gillett,[Districtwide],All Students,All Students,Assault,514,8
2018-19,School District,8,Oconto,2128,,[All],No,Gillett,[Districtwide],All Students,All Students,Other Violation of School Rules,514,31
2018-19,School District,8,Oconto,2128,,[All],No,Gillett,[Districtwide],All Students,All Students,Weapon Related,514,1
2018-19,School District,10,Taylor,2135,,[All],No,Gilman,[Districtwide],All Students,All Students,Endangering Behavior,326,4
2018-19,School District,10,Buffalo,2142,,[All],No,Gilmanton,[Districtwide],All Students,All Students,Drugs and Alcohol,150,1
2018-19,School District,10,Buffalo,2142,,[All],No,Gilmanton,[Districtwide],All Students,All Students,Other Violation of School Rules,150,3
2018-19,School District,1,Milwaukee,2184,,[All],No,Glendale-River Hills,[Districtwide],All Students,All Students,Assault,1065,1
2018-19,School District,1,Milwaukee,2184,,[All],No,Glendale-River Hills,[Districtwide],All Students,All Students,Drugs and Alcohol,1065,2
2018-19,School District,1,Milwaukee,2184,,[All],No,Glendale-River Hills,[Districtwide],All Students,All Students,Endangering Behavior,1065,21
2018-19,School District,1,Milwaukee,2184,,[All],No,Glendale-River Hills,[Districtwide],All Students,All Students,Other Violation of School Rules,1065,16
2018-19,School District,11,Saint Croix,2198,,[All],No,Glenwood City,[Districtwide],All Students,All Students,Drugs and Alcohol,687,2
2018-19,School District,11,Saint Croix,2198,,[All],No,Glenwood City,[Districtwide],All Students,All Students,Endangering Behavior,687,6
2018-19,School District,11,Saint Croix,2198,,[All],No,Glenwood City,[Districtwide],All Students,All Students,Other Violation of School Rules,687,2
2018-19,School District,8,Marinette,2212,,[All],No,Goodman-Armstrong Creek,[Districtwide],All Students,All Students,Drugs and Alcohol,115,1
2018-19,School District,8,Marinette,2212,,[All],No,Goodman-Armstrong Creek,[Districtwide],All Students,All Students,Other Violation of School Rules,115,4
2018-19,School District,1,Ozaukee,2217,,[All],No,Grafton,[Districtwide],All Students,All Students,Assault,2071,12
2018-19,School District,1,Ozaukee,2217,,[All],No,Grafton,[Districtwide],All Students,All Students,Drugs and Alcohol,2071,3
2018-19,School District,1,Ozaukee,2217,,[All],No,Grafton,[Districtwide],All Students,All Students,Endangering Behavior,2071,10
2018-19,School District,1,Ozaukee,2217,,[All],No,Grafton,[Districtwide],All Students,All Students,Other Violation of School Rules,2071,36
2018-19,School District,1,Ozaukee,2217,,[All],No,Grafton,[Districtwide],All Students,All Students,Weapon Related,2071,3
2018-19,School District,10,Clark,2226,,[All],No,Granton Area,[Districtwide],All Students,All Students,Drugs and Alcohol,233,4
2018-19,School District,10,Clark,2226,,[All],No,Granton Area,[Districtwide],All Students,All Students,Endangering Behavior,233,1
2018-19,School District,10,Clark,2226,,[All],No,Granton Area,[Districtwide],All Students,All Students,Other Violation of School Rules,233,1
2018-19,School District,11,Burnett,2233,,[All],No,Grantsburg,[Districtwide],All Students,All Students,Assault,1463,15
2018-19,School District,11,Burnett,2233,,[All],No,Grantsburg,[Districtwide],All Students,All Students,Drugs and Alcohol,1463,2
2018-19,School District,11,Burnett,2233,,[All],No,Grantsburg,[Districtwide],All Students,All Students,Endangering Behavior,1463,2
2018-19,School District,11,Burnett,2233,,[All],No,Grantsburg,[Districtwide],All Students,All Students,Other Violation of School Rules,1463,10
2018-19,School District,7,Brown,2289,,[All],No,Green Bay Area Public,[Districtwide],All Students,All Students,Assault,20391,73
2018-19,School District,7,Brown,2289,,[All],No,Green Bay Area Public,[Districtwide],All Students,All Students,Drugs and Alcohol,20391,191
2018-19,School District,7,Brown,2289,,[All],No,Green Bay Area Public,[Districtwide],All Students,All Students,Endangering Behavior,20391,1217
2018-19,School District,7,Brown,2289,,[All],No,Green Bay Area Public,[Districtwide],All Students,All Students,Other Violation of School Rules,20391,1310
2018-19,School District,7,Brown,2289,,[All],No,Green Bay Area Public,[Districtwide],All Students,All Students,Weapon Related,20391,42
2018-19,School District,6,Green Lake,2310,,[All],No,Green Lake,[Districtwide],All Students,All Students,Other Violation of School Rules,303,1
2018-19,School District,1,Milwaukee,2296,,[All],No,Greendale,[Districtwide],All Students,All Students,Assault,2698,1
2018-19,School District,1,Milwaukee,2296,,[All],No,Greendale,[Districtwide],All Students,All Students,Drugs and Alcohol,2698,7
2018-19,School District,1,Milwaukee,2296,,[All],No,Greendale,[Districtwide],All Students,All Students,Endangering Behavior,2698,5
2018-19,School District,1,Milwaukee,2296,,[All],No,Greendale,[Districtwide],All Students,All Students,Other Violation of School Rules,2698,82
2018-19,School District,1,Milwaukee,2296,,[All],No,Greendale,[Districtwide],All Students,All Students,Weapon Related,2698,4
2018-19,School District,1,Milwaukee,2303,,[All],No,Greenfield,[Districtwide],All Students,All Students,Assault,3527,13
2018-19,School District,1,Milwaukee,2303,,[All],No,Greenfield,[Districtwide],All Students,All Students,Drugs and Alcohol,3527,23
2018-19,School District,1,Milwaukee,2303,,[All],No,Greenfield,[Districtwide],All Students,All Students,Endangering Behavior,3527,35
2018-19,School District,1,Milwaukee,2303,,[All],No,Greenfield,[Districtwide],All Students,All Students,Other Violation of School Rules,3527,163
2018-19,School District,1,Milwaukee,2303,,[All],No,Greenfield,[Districtwide],All Students,All Students,Weapon Related,3527,2
2018-19,School District,10,Clark,2394,,[All],No,Greenwood,[Districtwide],All Students,All Students,Endangering Behavior,358,1
2018-19,School District,10,Clark,2394,,[All],No,Greenwood,[Districtwide],All Students,All Students,Other Violation of School Rules,358,2
2018-19,School District,8,Shawano,2415,,[All],No,Gresham,[Districtwide],All Students,All Students,Drugs and Alcohol,292,1
2018-19,School District,8,Shawano,2415,,[All],No,Gresham,[Districtwide],All Students,All Students,Endangering Behavior,292,18
2018-19,School District,8,Shawano,2415,,[All],No,Gresham,[Districtwide],All Students,All Students,Other Violation of School Rules,292,10
2018-19,School District,1,Waukesha,2420,,[All],No,Hamilton,[Districtwide],All Students,All Students,Assault,4859,4
2018-19,School District,1,Waukesha,2420,,[All],No,Hamilton,[Districtwide],All Students,All Students,Drugs and Alcohol,4859,7
2018-19,School District,1,Waukesha,2420,,[All],No,Hamilton,[Districtwide],All Students,All Students,Endangering Behavior,4859,31
2018-19,School District,1,Waukesha,2420,,[All],No,Hamilton,[Districtwide],All Students,All Students,Other Violation of School Rules,4859,42
2018-19,School District,1,Waukesha,2420,,[All],No,Hamilton,[Districtwide],All Students,All Students,Weapon Related,4859,3
2018-19,School District,6,Washington,2443,,[All],No,Hartford J1,[Districtwide],All Students,All Students,Assault,1706,1
2018-19,School District,6,Washington,2443,,[All],No,Hartford J1,[Districtwide],All Students,All Students,Drugs and Alcohol,1706,3
2018-19,School District,6,Washington,2443,,[All],No,Hartford J1,[Districtwide],All Students,All Students,Endangering Behavior,1706,10
2018-19,School District,6,Washington,2443,,[All],No,Hartford J1,[Districtwide],All Students,All Students,Other Violation of School Rules,1706,80
2018-19,School District,6,Washington,2436,,[All],No,Hartford UHS,[Districtwide],All Students,All Students,Drugs and Alcohol,1344,4
2018-19,School District,6,Washington,2436,,[All],No,Hartford UHS,[Districtwide],All Students,All Students,Other Violation of School Rules,1344,59
2018-19,School District,6,Washington,2436,,[All],No,Hartford UHS,[Districtwide],All Students,All Students,Weapon Related,1344,1
2018-19,School District,1,Waukesha,2460,,[All],No,Hartland-Lakeside J3,[Districtwide],All Students,All Students,Endangering Behavior,1187,6
2018-19,School District,1,Waukesha,2460,,[All],No,Hartland-Lakeside J3,[Districtwide],All Students,All Students,Other Violation of School Rules,1187,4
2018-19,School District,12,Sawyer,2478,,[All],No,Hayward Community,[Districtwide],All Students,All Students,Drugs and Alcohol,2063,8
2018-19,School District,12,Sawyer,2478,,[All],No,Hayward Community,[Districtwide],All Students,All Students,Endangering Behavior,2063,35
2018-19,School District,12,Sawyer,2478,,[All],No,Hayward Community,[Districtwide],All Students,All Students,Other Violation of School Rules,2063,88
2018-19,School District,12,Sawyer,2478,,[All],No,Hayward Community,[Districtwide],All Students,All Students,Weapon Related,2063,2
2018-19,School District,6,Dodge,2525,,[All],No,Herman-Neosho-Rubicon,[Districtwide],All Students,All Students,Other Violation of School Rules,318,2
2018-19,School District,3,Iowa,2527,,[All],No,Highland,[Districtwide],All Students,All Students,Other Violation of School Rules,297,5
2018-19,School District,7,Calumet,2534,,[All],No,Hilbert,[Districtwide],All Students,All Students,Endangering Behavior,457,2
2018-19,School District,7,Calumet,2534,,[All],No,Hilbert,[Districtwide],All Students,All Students,Other Violation of School Rules,457,8
2018-19,School District,4,Vernon,2541,,[All],No,Hillsboro,[Districtwide],All Students,All Students,Other Violation of School Rules,540,1
2018-19,School District,4,La Crosse,2562,,[All],No,Holmen,[Districtwide],All Students,All Students,Drugs and Alcohol,3994,12
2018-19,School District,4,La Crosse,2562,,[All],No,Holmen,[Districtwide],All Students,All Students,Endangering Behavior,3994,12
2018-19,School District,4,La Crosse,2562,,[All],No,Holmen,[Districtwide],All Students,All Students,Other Violation of School Rules,3994,41
2018-19,School District,4,La Crosse,2562,,[All],No,Holmen,[Districtwide],All Students,All Students,Weapon Related,3994,2
2018-19,School District,6,Washington,2570,,[All],No,Holy Hill Area,[Districtwide],All Students,All Students,Other Violation of School Rules,545,5
2018-19,School District,6,Dodge,2576,,[All],No,Horicon,[Districtwide],All Students,All Students,Assault,681,2
2018-19,School District,6,Dodge,2576,,[All],No,Horicon,[Districtwide],All Students,All Students,Drugs and Alcohol,681,2
